#r-i 					  g-r 						i-z 
1.216219512195128027e-01 3.610406607381499988e-01 2.882331042536993848e-02
1.226219512195128036e-01 3.630315762866898610e-01 2.932955351929258936e-02
1.236219512195128045e-01 3.650224918352297232e-01 2.983579661321524024e-02
1.246219512195128054e-01 3.670134073837695854e-01 3.034203970713789111e-02
1.256219512195128063e-01 3.690043229323094476e-01 3.084828280106054199e-02
1.266219512195128072e-01 3.709952384808493098e-01 3.135452589498319287e-02
1.276219512195128081e-01 3.729861540293891720e-01 3.186076898890584375e-02
1.286219512195128090e-01 3.749770695779290341e-01 3.236701208282849462e-02
1.296219512195128098e-01 3.769679851264688963e-01 3.287325517675114550e-02
1.306219512195128107e-01 3.789589006750087585e-01 3.337949827067379638e-02
1.316219512195128116e-01 3.809498162235486207e-01 3.388574136459644726e-02
1.326219512195128125e-01 3.829407317720884829e-01 3.439198445851909813e-02
1.336219512195128134e-01 3.849316473206283451e-01 3.489822755244174901e-02
1.346219512195128143e-01 3.869225628691682073e-01 3.540447064636440683e-02
1.356219512195128152e-01 3.889134784177080695e-01 3.591071374028705770e-02
1.366219512195128161e-01 3.909043939662479317e-01 3.641695683420970858e-02
1.376219512195128170e-01 3.929037504735743425e-01 3.692319992813235946e-02
1.386219512195128178e-01 3.950437207243180371e-01 3.742944302205501034e-02
1.396219512195128187e-01 3.971836909750617317e-01 3.793568611597766121e-02
1.406219512195128196e-01 3.993236612258054818e-01 3.844192920990031209e-02
1.416219512195128205e-01 4.014636314765491765e-01 3.894817230382296297e-02
1.426219512195128214e-01 4.036036017272928711e-01 3.945441539774561385e-02
1.436219512195128223e-01 4.057435719780365657e-01 3.996065849166826472e-02
1.446219512195128232e-01 4.078835422287803159e-01 4.046690158559091560e-02
1.456219512195128241e-01 4.100235124795240105e-01 4.097314467951356648e-02
1.466219512195128249e-01 4.121634827302677051e-01 4.147938777343621736e-02
1.476219512195128258e-01 4.143034529810113997e-01 4.198563086735887517e-02
1.486219512195128267e-01 4.164434232317550943e-01 4.249187396128152605e-02
1.496219512195128276e-01 4.185833934824988445e-01 4.299811705520417693e-02
1.506219512195128285e-01 4.207233637332425391e-01 4.350436014912682781e-02
1.516219512195128294e-01 4.228633339839862337e-01 4.401060324304947868e-02
1.526219512195128303e-01 4.250033042347299284e-01 4.451684633697212956e-02
1.536219512195128312e-01 4.271432744854736785e-01 4.502736935722995160e-02
1.546219512195128321e-01 4.292832447362173731e-01 4.553995499258906704e-02
1.556219512195128329e-01 4.314232149869610677e-01 4.605254062794818248e-02
1.566219512195128338e-01 4.335631852377047624e-01 4.656512626330729793e-02
1.576219512195128347e-01 4.355657334031672323e-01 4.707771189866641337e-02
1.586219512195128356e-01 4.375466173810678150e-01 4.759029753402552881e-02
1.596219512195128365e-01 4.395275013589683977e-01 4.810288316938464426e-02
1.606219512195128374e-01 4.415083853368689804e-01 4.861546880474375970e-02
1.616219512195128383e-01 4.434892693147695630e-01 4.912805444010287514e-02
1.626219512195128392e-01 4.454701532926701457e-01 4.964064007546199059e-02
1.636219512195128400e-01 4.474510372705706729e-01 5.015322571082110603e-02
1.646219512195128409e-01 4.494319212484712556e-01 5.066581134618022147e-02
1.656219512195128418e-01 4.514128052263718383e-01 5.117839698153933692e-02
1.666219512195128427e-01 4.533936892042724209e-01 5.169098261689845236e-02
1.676219512195128436e-01 4.553745731821730036e-01 5.220356825225756781e-02
1.686219512195128445e-01 4.573554571600735863e-01 5.271615388761668325e-02
1.696219512195128454e-01 4.593363411379741690e-01 5.322873952297579869e-02
1.706219512195128463e-01 4.613172251158746962e-01 5.374132515833491414e-02
1.716219512195128472e-01 4.632981090937752788e-01 5.425391079369402958e-02
1.726219512195128480e-01 4.652789930716758615e-01 5.476649642905313808e-02
1.736219512195128489e-01 4.672598770495764442e-01 5.527908206441226047e-02
1.746219512195128498e-01 4.692594565873445811e-01 5.579166769977136897e-02
1.756219512195128507e-01 4.713671913939743718e-01 5.630425333513049135e-02
1.766219512195128516e-01 4.734749262006042181e-01 5.681683897048959986e-02
1.776219512195128525e-01 4.755826610072340643e-01 5.732942460584872224e-02
1.786219512195128534e-01 4.776903958138639106e-01 5.784201024120783075e-02
1.796219512195128543e-01 4.797981306204937013e-01 5.835459587656694619e-02
1.806219512195128551e-01 4.819058654271235476e-01 5.886718151192606163e-02
1.816219512195128560e-01 4.840136002337533938e-01 5.937976714728517708e-02
1.826219512195128569e-01 4.861213350403831845e-01 5.989235278264429252e-02
1.836219512195128578e-01 4.882290698470130308e-01 6.040493841800340796e-02
1.846219512195128587e-01 4.903368046536428770e-01 6.091752405336252341e-02
1.856219512195128596e-01 4.924445394602726678e-01 6.143010968872163885e-02
1.866219512195128605e-01 4.945522742669025140e-01 6.194269532408075429e-02
1.876219512195128614e-01 4.966600090735323603e-01 6.245528095943986974e-02
1.886219512195128623e-01 4.987677438801622065e-01 6.296786659479898518e-02
1.896219512195128631e-01 5.008754786867920528e-01 6.348045223015810756e-02
1.906219512195128640e-01 5.029832134934217880e-01 6.399303786551721607e-02
1.916219512195128649e-01 5.050909483000516342e-01 6.450562350087632457e-02
1.926219512195128658e-01 5.072806813884940258e-01 6.501820913623544695e-02
1.936219512195128667e-01 5.095786924382177396e-01 6.553079477159456934e-02
1.946219512195128676e-01 5.118767034879415645e-01 6.604338040695367784e-02
1.956219512195128685e-01 5.141747145376652783e-01 6.655596604231278635e-02
1.966219512195128694e-01 5.164727255873889922e-01 6.706855167767190873e-02
1.976219512195128702e-01 5.187707366371128170e-01 6.758113731303101723e-02
1.986219512195128711e-01 5.210687476868365309e-01 6.809372294839013962e-02
1.996219512195128720e-01 5.233667587365602447e-01 6.860630858374924812e-02
2.006219512195128729e-01 5.256647697862840696e-01 6.911889421910837050e-02
2.016219512195128738e-01 5.279627808360077834e-01 6.963147985446747901e-02
2.026219512195128747e-01 5.302607918857316083e-01 7.014406548982660139e-02
2.036219512195128756e-01 5.325588029354553221e-01 7.065665112518570989e-02
2.046219512195128765e-01 5.348568139851790360e-01 7.142925885999251712e-02
2.056219512195128774e-01 5.371548250349028608e-01 7.224356825225770884e-02
2.066219512195128782e-01 5.394528360846265747e-01 7.305787764452290056e-02
2.076219512195128791e-01 5.417508471343502885e-01 7.387218703678809228e-02
2.086219512195128800e-01 5.440488581840741134e-01 7.468649642905328401e-02
2.096219512195128809e-01 5.463468692337978272e-01 7.550080582131847573e-02
2.106219512195128818e-01 5.485542448009724792e-01 7.631511521358366745e-02
2.116219512195128827e-01 5.507254050219669850e-01 7.712942460584885918e-02
2.126219512195128836e-01 5.528965652429614908e-01 7.794373399811405090e-02
2.136219512195128845e-01 5.550677254639559965e-01 7.875804339037925650e-02
2.146219512195128853e-01 5.572388856849505023e-01 7.957235278264443434e-02
2.156219512195128862e-01 5.594100459059450081e-01 8.038666217490963994e-02
2.166219512195128871e-01 5.615812061269394029e-01 8.120097156717481779e-02
2.176219512195128880e-01 5.637523663479339087e-01 8.201528095944002339e-02
2.186219512195128889e-01 5.659235265689284144e-01 8.282959035170521511e-02
2.196219512195128898e-01 5.680946867899229202e-01 8.364389974397040683e-02
2.206219512195128907e-01 5.702658470109174260e-01 8.445820913623559856e-02
2.216219512195128916e-01 5.724370072319119318e-01 8.527251852850079028e-02
2.226219512195128925e-01 5.746081674529064376e-01 8.608682792076598200e-02
2.236219512195128933e-01 5.767793276739008324e-01 8.690113731303117373e-02
2.246219512195128942e-01 5.789504878948953381e-01 8.771544670529636545e-02
2.256219512195128951e-01 5.811216481158898439e-01 8.852975609756155717e-02
2.266219512195128960e-01 5.832928083368843497e-01 8.934406548982674889e-02
2.276219512195128969e-01 5.854639685578788555e-01 9.015837488209194062e-02
2.286219512195128978e-01 5.877182855363373148e-01 9.097268427435713234e-02
2.296219512195128987e-01 5.899727636880198745e-01 9.178699366662232406e-02
2.306219512195128996e-01 5.922272418397024341e-01 9.260130305888751578e-02
2.316219512195129004e-01 5.944817199913849937e-01 9.341561245115270751e-02
2.326219512195129013e-01 5.967361981430675533e-01 9.422992184341789923e-02
2.336219512195129022e-01 5.989906762947501129e-01 9.504423123568309095e-02
2.346219512195129031e-01 6.012451544464326725e-01 9.585854062794828268e-02
2.356219512195129040e-01 6.034996325981152321e-01 9.667285002021347440e-02
2.366219512195129049e-01 6.057541107497977917e-01 9.748715941247866612e-02
2.376219512195129058e-01 6.080085889014803513e-01 9.830146880474385784e-02
2.386219512195129067e-01 6.102630670531629109e-01 9.911577819700904957e-02
2.396219512195129075e-01 6.125175452048454705e-01 9.981807484727797664e-02
2.406219512195129084e-01 6.147720233565280301e-01 1.002496740377233353e-01
2.416219512195129093e-01 6.170265015082105897e-01 1.006812732281686940e-01
2.426219512195129102e-01 6.192809796598931493e-01 1.011128724186140387e-01
2.436219512195129111e-01 6.215354578115757089e-01 1.015444716090593974e-01
2.446219512195129120e-01 6.239493742807271648e-01 1.019760707995047561e-01
2.456219512195129129e-01 6.264141941702299210e-01 1.024076699899501008e-01
2.466219512195129138e-01 6.288790140597326772e-01 1.028392691803954595e-01
2.476219512195129147e-01 6.313438339492354334e-01 1.032708683708408182e-01
2.486219512195129155e-01 6.338086538387381896e-01 1.037024675612861768e-01
2.496219512195129164e-01 6.362734737282409458e-01 1.041340667517315216e-01
2.506219512195129173e-01 6.387382936177437021e-01 1.045656659421768803e-01
2.516219512195129182e-01 6.412031135072464583e-01 1.049972651326222389e-01
2.526219512195129191e-01 6.436679333967492145e-01 1.054288643230675976e-01
2.536219512195129200e-01 6.461327532862519707e-01 1.058604635135129424e-01
2.546219512195129209e-01 6.485975731757547269e-01 1.062920627039583010e-01
2.556219512195129218e-01 6.510623930652574831e-01 1.067236618944036597e-01
2.566219512195129226e-01 6.535272129547602393e-01 1.071552610848490183e-01
2.576219512195129235e-01 6.559920328442629955e-01 1.075868602752943631e-01
2.586219512195129244e-01 6.584568527337658628e-01 1.080184594657397218e-01
2.596219512195129253e-01 6.609120410716348148e-01 1.084500586561850805e-01
2.606219512195129262e-01 6.633671741705799985e-01 1.088816578466304252e-01
2.616219512195129271e-01 6.658223072695252931e-01 1.093132570370757839e-01
2.626219512195129280e-01 6.682774403684705877e-01 1.097448562275211426e-01
2.636219512195129289e-01 6.707325734674158824e-01 1.101764554179665012e-01
2.646219512195129298e-01 6.731877065663611770e-01 1.106080546084118460e-01
2.656219512195129306e-01 6.756428396653063606e-01 1.110396537988572047e-01
2.666219512195129315e-01 6.780979727642516552e-01 1.114712529893025633e-01
2.676219512195129324e-01 6.805531058631969499e-01 1.119028521797479081e-01
2.686219512195129333e-01 6.830082389621422445e-01 1.123344513701932668e-01
2.696219512195129342e-01 6.854633720610875391e-01 1.127660505606386254e-01
2.706219512195129351e-01 6.879185051600327228e-01 1.132307473728262209e-01
2.716219512195129360e-01 6.903736382589780174e-01 1.138428742163493379e-01
2.726219512195129369e-01 6.928287713579233120e-01 1.144550010598724687e-01
2.736219512195129377e-01 6.952839044568686067e-01 1.150671279033955857e-01
2.746219512195129386e-01 6.977390375558139013e-01 1.156792547469187166e-01
2.756219512195129395e-01 7.000756647250367948e-01 1.162913815904418335e-01
2.766219512195129404e-01 7.023736757747606196e-01 1.169035084339649644e-01
2.776219512195129413e-01 7.046716868244843335e-01 1.175156352774880952e-01
2.786219512195129422e-01 7.069696978742080473e-01 1.181277621210112122e-01
2.796219512195129431e-01 7.092677089239317612e-01 1.187398889645343431e-01
2.806219512195129440e-01 7.115657199736555860e-01 1.193520158080574600e-01
2.816219512195129449e-01 7.138637310233792999e-01 1.199641426515805909e-01
2.826219512195129457e-01 7.161617420731030137e-01 1.205762694951037078e-01
2.836219512195129466e-01 7.184597531228268386e-01 1.211883963386268387e-01
2.846219512195129475e-01 7.207577641725505524e-01 1.218005231821499695e-01
2.856219512195129484e-01 7.230557752222742662e-01 1.224126500256730865e-01
2.866219512195129493e-01 7.253537862719979801e-01 1.230247768691962174e-01
2.876219512195129502e-01 7.276517973217218049e-01 1.236369037127193343e-01
2.886219512195129511e-01 7.299498083714455188e-01 1.242490305562424652e-01
2.896219512195129520e-01 7.322478194211692326e-01 1.248611573997655821e-01
2.906219512195129528e-01 7.345458304708929465e-01 1.254732842432887130e-01
2.916219512195129537e-01 7.368438415206167713e-01 1.260854110868118438e-01
2.926219512195129546e-01 7.391293564102292546e-01 1.266975379303349747e-01
2.936219512195129555e-01 7.410966904132427757e-01 1.273096647738580778e-01
2.946219512195129564e-01 7.430640244162564079e-01 1.279217916173812086e-01
2.956219512195129573e-01 7.450313584192699290e-01 1.285339184609043395e-01
2.966219512195129582e-01 7.469986924222835611e-01 1.291460453044274703e-01
2.976219512195129591e-01 7.489660264252970823e-01 1.297581721479506012e-01
2.986219512195129600e-01 7.509333604283107144e-01 1.303702989914737043e-01
2.996219512195129608e-01 7.529006944313242355e-01 1.309824258349968351e-01
3.006219512195129617e-01 7.548680284343378677e-01 1.315945526785199660e-01
3.016219512195129626e-01 7.568353624373513888e-01 1.322066795220430968e-01
3.026219512195129635e-01 7.588026964403650210e-01 1.328188063655661999e-01
3.036219512195129644e-01 7.607700304433785421e-01 1.334475202716605968e-01
3.046219512195129653e-01 7.627373644463921742e-01 1.340832350792036387e-01
3.056219512195129662e-01 7.647046984494056954e-01 1.347189498867466806e-01
3.066219512195129671e-01 7.666720324524193275e-01 1.353546646942897225e-01
3.076219512195129679e-01 7.686393664554328486e-01 1.359903795018327644e-01
3.086219512195129688e-01 7.706067004584464808e-01 1.366260943093758062e-01
3.096219512195129697e-01 7.728831285699350184e-01 1.372618091169188204e-01
3.106219512195129706e-01 7.752379341952488900e-01 1.378975239244618622e-01
3.116219512195129715e-01 7.775927398205628727e-01 1.385332387320049041e-01
3.126219512195129724e-01 7.799475454458767443e-01 1.391689535395479460e-01
3.136219512195129733e-01 7.823023510711907269e-01 1.398046683470909879e-01
3.146219512195129742e-01 7.846571566965045985e-01 1.404403831546340298e-01
3.156219512195129751e-01 7.870119623218185811e-01 1.410760979621770717e-01
3.166219512195129759e-01 7.893667679471324528e-01 1.417118127697201135e-01
3.176219512195129768e-01 7.917215735724464354e-01 1.423475275772631554e-01
3.186219512195129777e-01 7.940763791977603070e-01 1.429832423848061973e-01
3.196219512195129786e-01 7.964311848230742896e-01 1.436189571923492392e-01
3.206219512195129795e-01 7.987859904483881612e-01 1.442546719998922811e-01
3.216219512195129804e-01 8.011407960737020328e-01 1.448903868074353229e-01
3.226219512195129813e-01 8.034956016990160155e-01 1.455261016149783648e-01
3.236219512195129822e-01 8.058504073243298871e-01 1.461618164225213790e-01
3.246219512195129830e-01 8.082052129496438697e-01 1.467975312300644208e-01
3.256219512195129839e-01 8.105018200210540869e-01 1.474332460376074627e-01
3.266219512195129848e-01 8.127522620100042783e-01 1.480689608451505046e-01
3.276219512195129857e-01 8.150027039989545807e-01 1.487046756526935465e-01
3.286219512195129866e-01 8.172531459879048832e-01 1.493403904602365884e-01
3.296219512195129875e-01 8.195035879768551856e-01 1.499761052677796302e-01
3.306219512195129884e-01 8.217540299658053771e-01 1.506118200753226721e-01
3.316219512195129893e-01 8.240044719547556795e-01 1.512475348828657140e-01
3.326219512195129901e-01 8.262549139437059820e-01 1.518832496904087559e-01
3.336219512195129910e-01 8.285053559326562844e-01 1.525189644979517978e-01
3.346219512195129919e-01 8.307557979216064759e-01 1.531546793054948397e-01
3.356219512195129928e-01 8.330062399105567783e-01 1.537746093569216654e-01
3.366219512195129937e-01 8.352566818995070808e-01 1.543395602724049742e-01
3.376219512195129946e-01 8.375071238884573832e-01 1.549045111878882830e-01
3.386219512195129955e-01 8.397575658774075746e-01 1.554694621033715918e-01
3.396219512195129964e-01 8.420080078663578771e-01 1.560344130188549283e-01
3.406219512195129973e-01 8.442584498553081795e-01 1.565993639343382371e-01
3.416219512195129981e-01 8.465088918442584820e-01 1.571643148498215459e-01
3.426219512195129990e-01 8.487593338332086734e-01 1.577292657653048547e-01
3.436219512195129999e-01 8.507963587518662107e-01 1.582942166807881634e-01
3.446219512195130008e-01 8.527930990833578750e-01 1.588591675962714722e-01
3.456219512195130017e-01 8.547898394148495393e-01 1.594241185117547810e-01
3.466219512195130026e-01 8.567865797463413147e-01 1.599890694272380898e-01
3.476219512195130035e-01 8.587833200778329790e-01 1.605540203427213986e-01
3.486219512195130044e-01 8.607800604093246433e-01 1.611189712582047073e-01
3.496219512195130052e-01 8.627768007408164186e-01 1.616839221736880161e-01
3.506219512195130061e-01 8.647735410723080829e-01 1.622488730891713249e-01
3.516219512195130070e-01 8.667702814037998582e-01 1.628138240046546337e-01
3.526219512195130079e-01 8.687670217352915225e-01 1.633787749201379425e-01
3.536219512195130088e-01 8.707637620667831868e-01 1.639437258356212790e-01
3.546219512195130097e-01 8.727605023982749621e-01 1.645086767511045878e-01
3.556219512195130106e-01 8.747572427297666264e-01 1.650736276665878965e-01
3.566219512195130115e-01 8.767539830612582907e-01 1.656385785820712053e-01
3.576219512195130124e-01 8.787507233927500661e-01 1.662035294975545141e-01
3.586219512195130132e-01 8.807474637242417304e-01 1.667684804130378229e-01
3.596219512195130141e-01 8.827442040557333947e-01 1.673334313285211317e-01
3.606219512195130150e-01 8.847293345320290658e-01 1.678983822440044404e-01
3.616219512195130159e-01 8.866330276897000928e-01 1.684633331594877492e-01
3.626219512195130168e-01 8.885367208473712308e-01 1.690282840749710580e-01
3.636219512195130177e-01 8.904404140050422578e-01 1.695932349904543668e-01
3.646219512195130186e-01 8.923441071627132848e-01 1.701581859059376756e-01
3.656219512195130195e-01 8.942478003203844228e-01 1.707231368214209843e-01
3.666219512195130203e-01 8.961514934780554498e-01 1.712880877369042931e-01
3.676219512195130212e-01 8.980551866357264768e-01 1.718530386523876019e-01
3.686219512195130221e-01 8.999588797933975037e-01 1.724144847534323788e-01
3.696219512195130230e-01 9.018625729510686417e-01 1.729747180761116998e-01
3.706219512195130239e-01 9.037662661087396687e-01 1.735349513987910208e-01
3.716219512195130248e-01 9.056699592664106957e-01 1.740951847214703418e-01
3.726219512195130257e-01 9.075736524240817227e-01 1.746554180441496906e-01
3.736219512195130266e-01 9.094773455817528607e-01 1.752156513668290116e-01
3.746219512195130275e-01 9.113810387394238877e-01 1.757758846895083327e-01
3.756219512195130283e-01 9.132847318970949146e-01 1.763361180121876814e-01
3.766219512195130292e-01 9.151884250547659416e-01 1.768963513348670025e-01
3.776219512195130301e-01 9.170921182124370796e-01 1.774565846575463235e-01
3.786219512195130310e-01 9.189958113701081066e-01 1.780168179802256445e-01
3.796219512195130319e-01 9.208995045277791336e-01 1.785770513029049933e-01
3.806219512195130328e-01 9.227324880687592934e-01 1.791372846255843143e-01
3.816219512195130337e-01 9.245603096946471977e-01 1.796975179482636353e-01
3.826219512195130346e-01 9.263881313205352130e-01 1.802577512709429564e-01
3.836219512195130354e-01 9.282159529464231174e-01 1.808179845936223051e-01
3.846219512195130363e-01 9.300437745723110217e-01 1.813782179163016262e-01
3.856219512195130372e-01 9.318715961981989260e-01 1.819384512389809472e-01
3.866219512195130381e-01 9.336994178240868303e-01 1.824986845616602960e-01
3.876219512195130390e-01 9.355272394499747346e-01 1.830589178843396170e-01
3.886219512195130399e-01 9.373550610758627499e-01 1.836191512070189380e-01
3.896219512195130408e-01 9.391828827017506542e-01 1.841793845296982590e-01
3.906219512195130417e-01 9.410107043276385586e-01 1.847396178523776078e-01
3.916219512195130426e-01 9.428385259535264629e-01 1.852998511750569288e-01
3.926219512195130434e-01 9.446663475794143672e-01 1.858600844977362498e-01
3.936219512195130443e-01 9.464941692053022715e-01 1.864203178204155709e-01
3.946219512195130452e-01 9.483219908311901758e-01 1.869805511430949196e-01
3.956219512195130461e-01 9.501498124570781911e-01 1.875407844657742407e-01
3.966219512195130470e-01 9.519776340829660954e-01 1.881010177884535617e-01
3.976219512195130479e-01 9.538054557088539998e-01 1.886612511111329105e-01
3.986219512195130488e-01 9.556332773347419041e-01 1.892214844338122315e-01
3.996219512195130497e-01 9.574610989606298084e-01 1.897817177564915525e-01
4.006219512195130505e-01 9.592425326770109839e-01 1.903431907981696092e-01
4.016219512195130514e-01 9.608938310195523913e-01 1.909081417136529180e-01
4.026219512195130523e-01 9.625451293620939097e-01 1.914730926291362267e-01
4.036219512195130532e-01 9.641964277046353171e-01 1.920380435446195355e-01
4.046219512195130541e-01 9.658477260471767245e-01 1.926029944601028721e-01
4.056219512195130550e-01 9.674990243897181319e-01 1.931679453755861808e-01
4.066219512195130559e-01 9.691503227322596503e-01 1.937328962910694896e-01
4.076219512195130568e-01 9.708016210748010577e-01 1.942978472065527984e-01
4.086219512195130577e-01 9.724529194173424651e-01 1.948627981220361072e-01
4.096219512195130585e-01 9.741042177598838725e-01 1.954277490375194437e-01
4.106219512195130594e-01 9.757555161024253909e-01 1.959926999530027525e-01
4.116219512195130603e-01 9.774068144449667983e-01 1.965576508684860613e-01
4.126219512195130612e-01 9.790581127875082057e-01 1.971226017839693700e-01
4.136219512195130621e-01 9.807094111300497241e-01 1.976875526994526788e-01
4.146219512195130630e-01 9.823607094725911315e-01 1.982525036149360154e-01
4.156219512195130639e-01 9.840120078151325389e-01 1.988174545304193241e-01
4.166219512195130648e-01 9.856633061576739463e-01 1.993824054459026329e-01
4.176219512195130656e-01 9.873146045002154647e-01 1.999473563613859417e-01
4.186219512195130665e-01 9.889659028427568721e-01 2.005123072768692505e-01
4.196219512195130674e-01 9.906172011852982795e-01 2.010772581923525870e-01
4.206219512195130683e-01 9.922684995278396869e-01 2.016422091078358958e-01
4.216219512195130692e-01 9.939197978703812053e-01 2.022071600233192046e-01
4.226219512195130701e-01 9.955710962129226127e-01 2.027721109388025134e-01
4.236219512195130710e-01 9.972223945554640201e-01 2.033370618542858499e-01
4.246219512195130719e-01 9.986773115615027452e-01 2.039020127697691587e-01
4.256219512195130728e-01 1.000022179578691217e+00 2.044669636852524675e-01
4.266219512195130736e-01 1.001367047595879578e+00 2.050319146007357762e-01
4.276219512195130745e-01 1.002711915613068161e+00 2.055968655162190850e-01
4.286219512195130754e-01 1.004056783630256522e+00 2.061618164317023938e-01
4.296219512195130763e-01 1.005401651647445105e+00 2.067267673471857303e-01
4.306219512195130772e-01 1.006746519664633466e+00 2.072917182626690391e-01
4.316219512195130781e-01 1.008091387681822049e+00 2.078566691781523479e-01
4.326219512195130790e-01 1.009436255699010410e+00 2.084216200936356567e-01
4.336219512195130799e-01 1.010781123716198993e+00 2.089016500327731118e-01
4.346219512195130807e-01 1.012125991733387353e+00 2.093580963137648410e-01
4.356219512195130816e-01 1.013470859750575936e+00 2.098145425947565701e-01
4.366219512195130825e-01 1.014815727767764297e+00 2.102709888757483270e-01
4.376219512195130834e-01 1.016160595784952880e+00 2.107274351567400561e-01
4.386219512195130843e-01 1.017505463802141241e+00 2.111838814377317852e-01
4.396219512195130852e-01 1.018850331819329824e+00 2.116403277187235143e-01
4.406219512195130861e-01 1.020195199836518185e+00 2.120967739997152712e-01
4.416219512195130870e-01 1.021540067853706546e+00 2.125532202807070004e-01
4.426219512195130878e-01 1.022884935870895129e+00 2.130096665616987295e-01
4.436219512195130887e-01 1.024229803888083490e+00 2.134661128426904586e-01
4.446219512195130896e-01 1.025574671905272073e+00 2.139225591236821877e-01
4.456219512195130905e-01 1.026919539922460434e+00 2.143790054046739446e-01
4.466219512195130914e-01 1.028264407939649017e+00 2.148354516856656737e-01
4.476219512195130923e-01 1.029609275956837378e+00 2.152918979666574029e-01
4.486219512195130932e-01 1.030954143974025961e+00 2.157483442476491320e-01
4.496219512195130941e-01 1.032299011991214321e+00 2.162047905286408889e-01
4.506219512195130950e-01 1.033627829105723261e+00 2.166612368096326180e-01
4.516219512195130958e-01 1.034730271094673526e+00 2.171176830906243471e-01
4.526219512195130967e-01 1.035832713083623791e+00 2.175741293716160762e-01
4.536219512195130976e-01 1.036935155072574055e+00 2.180305756526078331e-01
4.546219512195130985e-01 1.038037597061524320e+00 2.184870219335995623e-01
4.556219512195130994e-01 1.039140039050474584e+00 2.189434682145912914e-01
4.566219512195131003e-01 1.040242481039424849e+00 2.193999144955830205e-01
4.576219512195131012e-01 1.041344923028375113e+00 2.198563607765747774e-01
4.586219512195131021e-01 1.042447365017325378e+00 2.203128070575665065e-01
4.596219512195131029e-01 1.043549807006275865e+00 2.207692533385582356e-01
4.606219512195131038e-01 1.044652248995226129e+00 2.212256996195499648e-01
4.616219512195131047e-01 1.045754690984176394e+00 2.216821459005416939e-01
4.626219512195131056e-01 1.046857132973126658e+00 2.221385921815334508e-01
4.636219512195131065e-01 1.047959574962076923e+00 2.225950384625251799e-01
4.646219512195131074e-01 1.049062016951027188e+00 2.230514847435169090e-01
4.656219512195131083e-01 1.050164458939977452e+00 2.235393276848152144e-01
4.666219512195131092e-01 1.051266900928927717e+00 2.240995610074945632e-01
4.676219512195131101e-01 1.052369342917877981e+00 2.246597943301738842e-01
4.686219512195131109e-01 1.053471784906828246e+00 2.252200276528532052e-01
4.696219512195131118e-01 1.054574226895778510e+00 2.257802609755325540e-01
4.706219512195131127e-01 1.055676668884728775e+00 2.263404942982118750e-01
4.716219512195131136e-01 1.056779110873679040e+00 2.269007276208911961e-01
4.726219512195131145e-01 1.057881552862629304e+00 2.274609609435705171e-01
4.736219512195131154e-01 1.058983994851579569e+00 2.280211942662498659e-01
4.746219512195131163e-01 1.060086436840529833e+00 2.285814275889291869e-01
4.756219512195131172e-01 1.061188878829480098e+00 2.291416609116085079e-01
4.766219512195131180e-01 1.062291320818430362e+00 2.297018942342878289e-01
4.776219512195131189e-01 1.063393762807380627e+00 2.302621275569671777e-01
4.786219512195131198e-01 1.064496204796330892e+00 2.308223608796464987e-01
4.796219512195131207e-01 1.065598646785281156e+00 2.313825942023258198e-01
4.806219512195131216e-01 1.066612291997901973e+00 2.319428275250051685e-01
4.816219512195131225e-01 1.067549932744899843e+00 2.325030608476844896e-01
4.826219512195131234e-01 1.068487573491897713e+00 2.330632941703638106e-01
4.836219512195131243e-01 1.069425214238895583e+00 2.336235274930431316e-01
4.846219512195131252e-01 1.070362854985893231e+00 2.341837608157224804e-01
4.856219512195131260e-01 1.071300495732891100e+00 2.347439941384018014e-01
4.866219512195131269e-01 1.072238136479888970e+00 2.353042274610811224e-01
4.876219512195131278e-01 1.073175777226886840e+00 2.358644607837604434e-01
4.886219512195131287e-01 1.074113417973884710e+00 2.364246941064397922e-01
4.896219512195131296e-01 1.075051058720882580e+00 2.369849274291191132e-01
4.906219512195131305e-01 1.075988699467880449e+00 2.375451607517984343e-01
4.916219512195131314e-01 1.076926340214878319e+00 2.381053940744777830e-01
4.926219512195131323e-01 1.077863980961876189e+00 2.386656273971571041e-01
4.936219512195131331e-01 1.078801621708874059e+00 2.392258607198364251e-01
4.946219512195131340e-01 1.079739262455871929e+00 2.397860940425157461e-01
4.956219512195131349e-01 1.080676903202869799e+00 2.403463273651950949e-01
4.966219512195131358e-01 1.081614543949867668e+00 2.409065606878744159e-01
4.976219512195131367e-01 1.082552184696865538e+00 2.414667940105537369e-01
4.986219512195131376e-01 1.083489825443863408e+00 2.419222776394794883e-01
4.996219512195131385e-01 1.084427466190861278e+00 2.423551359564513064e-01
5.006219512195131394e-01 1.085365106937859148e+00 2.427879942734231244e-01
5.016219512195131403e-01 1.086302747684856795e+00 2.432208525903949703e-01
5.026219512195131411e-01 1.087240388431854665e+00 2.436537109073667884e-01
5.036219512195131420e-01 1.088178029178852535e+00 2.440865692243386342e-01
5.046219512195131429e-01 1.089115669925850405e+00 2.445194275413104523e-01
5.056219512195131438e-01 1.090053310672848275e+00 2.449522858582822704e-01
5.066219512195131447e-01 1.090990951419846144e+00 2.453851441752541163e-01
5.076219512195131456e-01 1.091928592166844014e+00 2.458180024922259344e-01
5.086219512195130354e-01 1.092866232913841884e+00 2.462508608091977247e-01
