#r-i 					  g-r 						i-z 
7.386219512195134618e-01 1.190325878123891457e+00 3.441379111458761075e-01
7.396219512195133516e-01 1.190485116058232373e+00 3.445377463132200391e-01
7.406219512195132415e-01 1.190614730491228679e+00 3.449375814805639151e-01
7.416219512195133534e-01 1.190731510090333733e+00 3.453374166479079577e-01
7.426219512195134653e-01 1.190848289689438788e+00 3.457372518152519447e-01
7.436219512195133552e-01 1.190965069288543843e+00 3.461370869825958207e-01
7.446219512195132451e-01 1.191081848887648897e+00 3.465369221499397523e-01
7.456219512195133570e-01 1.191198628486753952e+00 3.469367573172837393e-01
7.466219512195134689e-01 1.191315408085859007e+00 3.473365924846277819e-01
7.476219512195133587e-01 1.191432187684964061e+00 3.477364276519716579e-01
7.486219512195132486e-01 1.191548967284069116e+00 3.481362628193155895e-01
7.496219512195133605e-01 1.191665746883174171e+00 3.485360979866595765e-01
7.506219512195134724e-01 1.191782526482279225e+00 3.489359331540036191e-01
7.516219512195133623e-01 1.191899306081384280e+00 3.493357683213474951e-01
7.526219512195132522e-01 1.192016085680489335e+00 3.497356034886914267e-01
7.536219512195133641e-01 1.192132865279594389e+00 3.501354386560354137e-01
7.546219512195134760e-01 1.192249644878699444e+00 3.505352738233794008e-01
7.556219512195133658e-01 1.192366424477804498e+00 3.509351089907233323e-01
7.566219512195132557e-01 1.192483204076909553e+00 3.513349441580672639e-01
7.576219512195133676e-01 1.192599983676014608e+00 3.517347793254112509e-01
7.586219512195134795e-01 1.192716763275119662e+00 3.521809067525992210e-01
7.596219512195133694e-01 1.192833542874224717e+00 3.526279178479829746e-01
7.606219512195132593e-01 1.192950322473329772e+00 3.530749289433666727e-01
7.616219512195133712e-01 1.193067102072435048e+00 3.535219400387504818e-01
7.626219512195134831e-01 1.193183881671540103e+00 3.539689511341343464e-01
7.636219512195133730e-01 1.193300661270645158e+00 3.544159622295180445e-01
7.646219512195132628e-01 1.193417440869750212e+00 3.548629733249017981e-01
7.656219512195133747e-01 1.193534220468855267e+00 3.553099844202856072e-01
7.666219512195134866e-01 1.193651000067960322e+00 3.557569955156694164e-01
7.676219512195133765e-01 1.193767779667065376e+00 3.562040066110531700e-01
7.686219512195132664e-01 1.193884559266170431e+00 3.566510177064368681e-01
7.696219512195133783e-01 1.194001338865275486e+00 3.570980288018206772e-01
7.706219512195134902e-01 1.194118118464380540e+00 3.575450398972045418e-01
7.716219512195133801e-01 1.194234898063485595e+00 3.579920509925882399e-01
7.726219512195132699e-01 1.194332175973108701e+00 3.584390620879719935e-01
7.736219512195133818e-01 1.194359321308938293e+00 3.588860731833558027e-01
7.746219512195134937e-01 1.194386466644767664e+00 3.593330842787396118e-01
7.756219512195133836e-01 1.194413611980597034e+00 3.597800953741233654e-01
7.766219512195132735e-01 1.194440757316426405e+00 3.602271064695070635e-01
7.776219512195133854e-01 1.194467902652255775e+00 3.606741175648908726e-01
7.786219512195134973e-01 1.194495047988085146e+00 3.611211286602747372e-01
7.796219512195133872e-01 1.194522193323914738e+00 3.615681397556584353e-01
7.806219512195132770e-01 1.194549338659744109e+00 3.620151508510421889e-01
7.816219512195133889e-01 1.194576483995573479e+00 3.624621619464259981e-01
7.826219512195135009e-01 1.194603629331402850e+00 3.629091730418098072e-01
7.836219512195133907e-01 1.194630774667232220e+00 3.633561841371935608e-01
7.846219512195132806e-01 1.194657920003061813e+00 3.638031952325772589e-01
7.856219512195133925e-01 1.194685065338891183e+00 3.642502063279610680e-01
7.866219512195135044e-01 1.194712210674720554e+00 3.646972174233449326e-01
7.876219512195133943e-01 1.194739356010549924e+00 3.651442285187286307e-01
7.886219512195132841e-01 1.194766501346379295e+00 3.655912396141123843e-01
7.896219512195133960e-01 1.194793646682208665e+00 3.660382507094961935e-01
7.906219512195135080e-01 1.194820792018038258e+00 3.664805335437908984e-01
7.916219512195133978e-01 1.194847937353867628e+00 3.669181094535666765e-01
7.926219512195132877e-01 1.194875082689696999e+00 3.673556853633423991e-01
7.936219512195133996e-01 1.194902228025526369e+00 3.677932612731182882e-01
7.946219512195135115e-01 1.194929373361355740e+00 3.682308371828941218e-01
7.956219512195134014e-01 1.194956518697185333e+00 3.686684130926698999e-01
7.966219512195132912e-01 1.194983664033014703e+00 3.691059890024456225e-01
7.976219512195134032e-01 1.195010809368844074e+00 3.695435649122215116e-01
7.986219512195135151e-01 1.195037954704673444e+00 3.699811408219973452e-01
7.996219512195134049e-01 1.195065100040502815e+00 3.704187167317731233e-01
8.006219512195132948e-01 1.195092245376332407e+00 3.708562926415488459e-01
8.016219512195134067e-01 1.195119390712161778e+00 3.712938685513247350e-01
8.026219512195135186e-01 1.195146536047991148e+00 3.717314444611005686e-01
8.036219512195134085e-01 1.195173681383820519e+00 3.721690203708763467e-01
8.046219512195132983e-01 1.195200826719649889e+00 3.726065962806520693e-01
8.056219512195134103e-01 1.195290592292806320e+00 3.730441721904279584e-01
8.066219512195135222e-01 1.195402654299107414e+00 3.734817481002037920e-01
8.076219512195134120e-01 1.195514716305408509e+00 3.739193240099795701e-01
8.086219512195133019e-01 1.195626778311709604e+00 3.743568999197553482e-01
8.096219512195134138e-01 1.195738840318010698e+00 3.747944758295311818e-01
8.106219512195135257e-01 1.195850902324311793e+00 3.752320517393070154e-01
8.116219512195134156e-01 1.195962964330612666e+00 3.756696276490827935e-01
8.126219512195133055e-01 1.196075026336913760e+00 3.761072035588585716e-01
8.136219512195134174e-01 1.196187088343214855e+00 3.765447794686344052e-01
8.146219512195135293e-01 1.196299150349515950e+00 3.769823553784102388e-01
8.156219512195134191e-01 1.196411212355817044e+00 3.774199312881860169e-01
8.166219512195133090e-01 1.196523274362118139e+00 3.778575071979617950e-01
8.176219512195134209e-01 1.196635336368419233e+00 3.782950831077376286e-01
8.186219512195135328e-01 1.196747398374720328e+00 3.787326590175135177e-01
8.196219512195134227e-01 1.196859460381021423e+00 3.791702349272892403e-01
8.206219512195133126e-01 1.196971522387322517e+00 3.796078108370650184e-01
8.216219512195134245e-01 1.197083584393623612e+00 3.800453867468408520e-01
8.226219512195135364e-01 1.197195646399924707e+00 3.804827645864072849e-01
8.236219512195134262e-01 1.197307708406225801e+00 3.809109053105750875e-01
8.246219512195133161e-01 1.197419770412526896e+00 3.813390460347428901e-01
8.256219512195134280e-01 1.197531832418827991e+00 3.817671867589108037e-01
8.266219512195135399e-01 1.197643894425129085e+00 3.821953274830786618e-01
8.276219512195134298e-01 1.197755956431430180e+00 3.826234682072464643e-01
8.286219512195133197e-01 1.197868018437731052e+00 3.830516089314142669e-01
8.296219512195134316e-01 1.197980080444032147e+00 3.834797496555821805e-01
8.306219512195135435e-01 1.198092142450333242e+00 3.839078903797500941e-01
8.316219512195134334e-01 1.198204204456634336e+00 3.843360311039178967e-01
8.326219512195133232e-01 1.198316266462935431e+00 3.847641718280856993e-01
8.336219512195134351e-01 1.198428328469236526e+00 3.851923125522535574e-01
8.346219512195135470e-01 1.198540390475537620e+00 3.856204532764214710e-01
8.356219512195134369e-01 1.198652452481838715e+00 3.860485940005892735e-01
8.366219512195133268e-01 1.198764514488139810e+00 3.864767347247570761e-01
8.376219512195134387e-01 1.198847445135227785e+00 3.869048754489249897e-01
8.386219512195135506e-01 1.198846284914233395e+00 3.873330161730928478e-01
8.396219512195134405e-01 1.198845124693238784e+00 3.877611568972606504e-01
8.406219512195133303e-01 1.198843964472244394e+00 3.881892976214284530e-01
8.416219512195134422e-01 1.198842804251250005e+00 3.886174383455963666e-01
8.426219512195135541e-01 1.198841644030255393e+00 3.890455790697642802e-01
8.436219512195134440e-01 1.198840483809261004e+00 3.894737197939320827e-01
8.446219512195133339e-01 1.198839323588266392e+00 3.899018605180998853e-01
8.456219512195134458e-01 1.198838163367272003e+00 3.903300012422677989e-01
8.466219512195135577e-01 1.198837003146277613e+00 3.907581419664356570e-01
8.476219512195134476e-01 1.198835842925283002e+00 3.911862826906034596e-01
8.486219512195133374e-01 1.198834682704288612e+00 3.916144234147712622e-01
8.496219512195134493e-01 1.198833522483294001e+00 3.920425641389391758e-01
8.506219512195135612e-01 1.198832362262299611e+00 3.924707048631070894e-01
8.516219512195134511e-01 1.198831202041305222e+00 3.928988455872748919e-01
8.526219512195133410e-01 1.198830041820310610e+00 3.933269863114426945e-01
8.536219512195134529e-01 1.198828881599316221e+00 3.937551270356105526e-01
8.546219512195135648e-01 1.198827721378321831e+00 3.941832677597784662e-01
8.556219512195134547e-01 1.198826561157327220e+00 3.946190630813528610e-01
8.566219512195133445e-01 1.198825400936332830e+00 3.950613565839325991e-01
8.576219512195134564e-01 1.198824240715338219e+00 3.955036500865124482e-01
8.586219512195135684e-01 1.198823080494343829e+00 3.959459435890922974e-01
8.596219512195134582e-01 1.198821920273349440e+00 3.963882370916720355e-01
8.606219512195133481e-01 1.198820760052354828e+00 3.968305305942517736e-01
8.616219512195134600e-01 1.198819599831360438e+00 3.972728240968316227e-01
8.626219512195135719e-01 1.198818439610365827e+00 3.977151175994114718e-01
8.636219512195134618e-01 1.198817279389371437e+00 3.981574111019912099e-01
8.646219512195133516e-01 1.198816119168377048e+00 3.985997046045709480e-01
8.656219512195134635e-01 1.198814958947382436e+00 3.990419981071507971e-01
8.666219512195135755e-01 1.198813798726388047e+00 3.994842916097306462e-01
8.676219512195134653e-01 1.198812638505393657e+00 3.999265851123103843e-01
8.686219512195133552e-01 1.198811478284399046e+00 4.003688786148901224e-01
8.696219512195134671e-01 1.198810318063404656e+00 4.008111721174699715e-01
8.706219512195135790e-01 1.198732165458451737e+00 4.012534656200498207e-01
8.716219512195134689e-01 1.198631935788573522e+00 4.016957591226295587e-01
8.726219512195133587e-01 1.198531706118695528e+00 4.021380526252092968e-01
8.736219512195134707e-01 1.198431476448817312e+00 4.025803461277891460e-01
8.746219512195135826e-01 1.198331246778939319e+00 4.030226396303689951e-01
8.756219512195134724e-01 1.198231017109061325e+00 4.034649331329487332e-01
8.766219512195133623e-01 1.198130787439183109e+00 4.039072266355284713e-01
8.776219512195134742e-01 1.198030557769305116e+00 4.043495201381083204e-01
8.786219512195135861e-01 1.197930328099426900e+00 4.047918136406881695e-01
8.796219512195134760e-01 1.197830098429548906e+00 4.052341071432679076e-01
8.806219512195133658e-01 1.197729868759670913e+00 4.056764006458476457e-01
8.816219512195134778e-01 1.197629639089792697e+00 4.061186941484274948e-01
8.826219512195135897e-01 1.197529409419914703e+00 4.065609876510073439e-01
8.836219512195134795e-01 1.197429179750036488e+00 4.070032811535870820e-01
8.846219512195133694e-01 1.197328950080158494e+00 4.074455746561668201e-01
8.856219512195134813e-01 1.197228720410280278e+00 4.078878681587466692e-01
8.866219512195135932e-01 1.197128490740402285e+00 4.083301616613264629e-01
8.876219512195134831e-01 1.197028261070524291e+00 4.087724551639062565e-01
8.886219512195133730e-01 1.196928031400646075e+00 4.092147486664859946e-01
8.896219512195134849e-01 1.196827801730768082e+00 4.096570421690657882e-01
8.906219512195135968e-01 1.196727572060889866e+00 4.100993356716456373e-01
8.916219512195134866e-01 1.196627342391011872e+00 4.105416291742253754e-01
8.926219512195133765e-01 1.196527112721133879e+00 4.109839226768051135e-01
8.936219512195134884e-01 1.196426883051255663e+00 4.114262161793849626e-01
8.946219512195136003e-01 1.196326653381377669e+00 4.118685096819648117e-01
8.956219512195134902e-01 1.196226423711499454e+00 4.123108031845445498e-01
8.966219512195133801e-01 1.196126194041621460e+00 4.127530966871242879e-01
8.976219512195134920e-01 1.196025964371743244e+00 4.131953901897041370e-01
8.986219512195136039e-01 1.195925734701865251e+00 4.136376836922839861e-01
8.996219512195134937e-01 1.195825505031987257e+00 4.140799771948637242e-01
9.006219512195133836e-01 1.195725275362109041e+00 4.145222706974434623e-01
9.016219512195134955e-01 1.195625045692231048e+00 4.149645642000232559e-01
9.026219512195136074e-01 1.195541630525051024e+00 4.154068577026031051e-01
9.036219512195134973e-01 1.195498011968820773e+00 4.158491512051828431e-01
9.046219512195133872e-01 1.195454393412590521e+00 4.162914447077625812e-01
9.056219512195134991e-01 1.195410774856360270e+00 4.167337382103424304e-01
9.066219512195136110e-01 1.195367156300129796e+00 4.171760317129222795e-01
9.076219512195135009e-01 1.195323537743899545e+00 4.176183252155020176e-01
9.086219512195133907e-01 1.195279919187669293e+00 4.180606187180817557e-01
9.096219512195135026e-01 1.195236300631439041e+00 4.185029122206616048e-01
9.106219512195136145e-01 1.195192682075208568e+00 4.189452057232414539e-01
9.116219512195135044e-01 1.195149063518978316e+00 4.193874992258211920e-01
9.126219512195133943e-01 1.195105444962748065e+00 4.198297927284009301e-01
9.136219512195135062e-01 1.195061826406517591e+00 4.202720862309807792e-01
9.146219512195136181e-01 1.195018207850287340e+00 4.207143797335605728e-01
9.156219512195135080e-01 1.194974589294057088e+00 4.211566732361403109e-01
9.166219512195133978e-01 1.194930970737826836e+00 4.215989667387200490e-01
9.176219512195135097e-01 1.194887352181596363e+00 4.220412602412998981e-01
9.186219512195136216e-01 1.194843733625366111e+00 4.224835537438797473e-01
9.196219512195135115e-01 1.194800115069135860e+00 4.229258472464594854e-01
9.206219512195134014e-01 1.194756496512905386e+00 4.233736186178255756e-01
9.216219512195135133e-01 1.194712877956675134e+00 4.238253473060134002e-01
9.226219512195136252e-01 1.194669259400444883e+00 4.242770759942011694e-01
9.236219512195135151e-01 1.194625640844214631e+00 4.247288046823888830e-01
9.246219512195134049e-01 1.194582022287984158e+00 4.251805333705765966e-01
9.256219512195135168e-01 1.194538403731753906e+00 4.256322620587644212e-01
9.266219512195136288e-01 1.194494785175523655e+00 4.260839907469521903e-01
9.276219512195135186e-01 1.194451166619293181e+00 4.265357194351399039e-01
9.286219512195134085e-01 1.194407548063062929e+00 4.269874481233276176e-01
9.296219512195135204e-01 1.194363929506832678e+00 4.274391768115153867e-01
9.306219512195136323e-01 1.194320310950602426e+00 4.278909054997032113e-01
9.316219512195135222e-01 1.194276692394371953e+00 4.283426341878909249e-01
9.326219512195134120e-01 1.194233073838141701e+00 4.287943628760786385e-01
9.336219512195135239e-01 1.194189455281911449e+00 4.292460915642664077e-01
9.346219512195136359e-01 1.194145836725680976e+00 4.296978202524542323e-01
9.356219512195135257e-01 1.194121486699062373e+00 4.301495489406419459e-01
9.366219512195134156e-01 1.194101456106851922e+00 4.306012776288296595e-01
9.376219512195135275e-01 1.194081425514641692e+00 4.310530063170174286e-01
9.386219512195136394e-01 1.194061394922431241e+00 4.315047350052052533e-01
9.396219512195135293e-01 1.194041364330220789e+00 4.319564636933929669e-01
9.406219512195134191e-01 1.194021333738010338e+00 4.324081923815806250e-01
9.416219512195135311e-01 1.194001303145800108e+00 4.328599210697684496e-01
9.426219512195136430e-01 1.193981272553589656e+00 4.333116497579562743e-01
9.436219512195135328e-01 1.193961241961379205e+00 4.337633784461439324e-01
9.446219512195134227e-01 1.193941211369168753e+00 4.342151071343316460e-01
9.456219512195135346e-01 1.193921180776958302e+00 4.346668358225194706e-01
9.466219512195136465e-01 1.193901150184748072e+00 4.351185645107072952e-01
9.476219512195135364e-01 1.193881119592537621e+00 4.355702931988949533e-01
9.486219512195134262e-01 1.193861089000327169e+00 4.360220218870826669e-01
9.496219512195135382e-01 1.193841058408116718e+00 4.364737505752704916e-01
9.506219512195136501e-01 1.193821027815906266e+00 4.369254792634582607e-01
9.516219512195135399e-01 1.193800997223696037e+00 4.373772079516459743e-01
9.526219512195134298e-01 1.193780966631485585e+00 4.378284628008803359e-01
9.536219512195135417e-01 1.193760936039275133e+00 4.382754738962642005e-01
9.546219512195136536e-01 1.193740905447064682e+00 4.387224849916480096e-01
9.556219512195135435e-01 1.193720874854854452e+00 4.391694960870317077e-01
9.566219512195134334e-01 1.193700844262644001e+00 4.396165071824154613e-01
9.576219512195135453e-01 1.193680813670433549e+00 4.400635182777992704e-01
9.586219512195136572e-01 1.193660783078223098e+00 4.405105293731830796e-01
9.596219512195135470e-01 1.193640752486012646e+00 4.409575404685668332e-01
9.606219512195134369e-01 1.193620721893802417e+00 4.414045515639505313e-01
9.616219512195135488e-01 1.193600691301591965e+00 4.418515626593343959e-01
9.626219512195136607e-01 1.193580660709381513e+00 4.422985737547182050e-01
9.636219512195135506e-01 1.193560630117171062e+00 4.427455848501019031e-01
9.646219512195134405e-01 1.193540599524960832e+00 4.431925959454856567e-01
9.656219512195135524e-01 1.193520568932750381e+00 4.436396070408694658e-01
9.666219512195136643e-01 1.193500538340539929e+00 4.440866181362532750e-01
9.676219512195135541e-01 1.193451912759644573e+00 4.445336292316370286e-01
9.686219512195134440e-01 1.193346965496962619e+00 4.449806403270207267e-01
9.696219512195135559e-01 1.193242018234280444e+00 4.454276514224045913e-01
9.706219512195136678e-01 1.193137070971598490e+00 4.458746625177884004e-01
9.716219512195135577e-01 1.193032123708916314e+00 4.463216736131720985e-01
9.726219512195134476e-01 1.192927176446234361e+00 4.467686847085558521e-01
9.736219512195135595e-01 1.192822229183552185e+00 4.472156958039396613e-01
9.746219512195136714e-01 1.192717281920870231e+00 4.476627068993234704e-01
9.756219512195135612e-01 1.192612334658188056e+00 4.481097179947072240e-01
9.766219512195134511e-01 1.192507387395506102e+00 4.485567290900909221e-01
9.776219512195135630e-01 1.192402440132823926e+00 4.490037401854747867e-01
9.786219512195136749e-01 1.192297492870141973e+00 4.494507512808585958e-01
9.796219512195135648e-01 1.192192545607459797e+00 4.498977623762422939e-01
9.806219512195134547e-01 1.192087598344777843e+00 4.503447734716260475e-01
9.816219512195135666e-01 1.191982651082095668e+00 4.507917845670098567e-01
9.826219512195136785e-01 1.191877703819413714e+00 4.512387956623936658e-01
9.836219512195135684e-01 1.191772756556731538e+00 4.516858067577774194e-01
9.846219512195134582e-01 1.191667809294049585e+00 4.521328178531611175e-01
9.856219512195135701e-01 1.191562862031367409e+00 4.525710499395925179e-01
9.866219512195136820e-01 1.191457914768685455e+00 4.530039082565643915e-01
9.876219512195135719e-01 1.191352967506003280e+00 4.534367665735361541e-01
9.886219512195134618e-01 1.191248020243321326e+00 4.538696248905079722e-01
9.896219512195135737e-01 1.191143072980639150e+00 4.543024832074798458e-01
9.906219512195136856e-01 1.191038125717956975e+00 4.547353415244517194e-01
9.916219512195135755e-01 1.190933178455275021e+00 4.551681998414234820e-01
9.926219512195134653e-01 1.190828231192593067e+00 4.556010581583952446e-01
9.936219512195135772e-01 1.190723283929910892e+00 4.560339164753671182e-01
9.946219512195136891e-01 1.190618336667228716e+00 4.564667747923389918e-01
9.956219512195135790e-01 1.190513389404546762e+00 4.568996331093107544e-01
9.966219512195134689e-01 1.190408442141864587e+00 4.573324914262825724e-01
9.976219512195135808e-01 1.190303494879182633e+00 4.577653497432544460e-01
9.986219512195136927e-01 1.190198547616500457e+00 4.581982080602263196e-01
9.996219512195135826e-01 1.190093600353818504e+00 4.586310663771980822e-01
1.000621951219513583e+00 1.190089680787302262e+00 4.590639246941699003e-01
1.001621951219513473e+00 1.190102673344719753e+00 4.594967830111416629e-01
1.002621951219513807e+00 1.190115665902137243e+00 4.599296413281136475e-01
1.003621951219513697e+00 1.190128658459554734e+00 4.603624996450854101e-01
1.004621951219513587e+00 1.190141651016972224e+00 4.607953579620571727e-01
1.005621951219513477e+00 1.190154643574389715e+00 4.612282162790289908e-01
1.006621951219513811e+00 1.190167636131807205e+00 4.616610745960009199e-01
1.007621951219513701e+00 1.190180628689224696e+00 4.620939329129727380e-01
1.008621951219513591e+00 1.190193621246642186e+00 4.625267912299445006e-01
1.009621951219513480e+00 1.190206613804059677e+00 4.629596495469162631e-01
1.010621951219513814e+00 1.190219606361476945e+00 4.633925078638882478e-01
1.011621951219513704e+00 1.190232598918894436e+00 4.638253661808600103e-01
1.012621951219513594e+00 1.190245591476311926e+00 4.642582244978317729e-01
1.013621951219513484e+00 1.190258584033729417e+00 4.646910828148035910e-01
1.014621951219513818e+00 1.190271576591146907e+00 4.651239411317755201e-01
1.015621951219513708e+00 1.190284569148564398e+00 4.655567994487473382e-01
1.016621951219513598e+00 1.190297561705981888e+00 4.659896577657191008e-01
1.017621951219513488e+00 1.190310554263399379e+00 4.664225160826908634e-01
1.018621951219513821e+00 1.190323546820816869e+00 4.668553743996628480e-01
1.019621951219513711e+00 1.190336539378234360e+00 4.672882327166346106e-01
1.020621951219513601e+00 1.190349531935651850e+00 4.677210910336064287e-01
1.021621951219513491e+00 1.190362524493069341e+00 4.681539493505781913e-01
1.022621951219513825e+00 1.190375517050486609e+00 4.685868076675501759e-01
1.023621951219513715e+00 1.190388509607904099e+00 4.690196659845219385e-01
1.024621951219513605e+00 1.190401502165321590e+00 4.694525243014937010e-01
1.025621951219513495e+00 1.190414494722739081e+00 4.698853826184655191e-01
1.026621951219513829e+00 1.190427487280156571e+00 4.703182409354375038e-01
1.027621951219513718e+00 1.190440479837574062e+00 4.707510992524092663e-01
1.028621951219513608e+00 1.190453472394991552e+00 4.711839575693810289e-01
1.029621951219513498e+00 1.190466464952409043e+00 4.716168158863528470e-01
1.030621951219513832e+00 1.190479457509826533e+00 4.720496742033247761e-01
1.031621951219513722e+00 1.190492450067244024e+00 4.724825325202965942e-01
1.032621951219513612e+00 1.190493010537813756e+00 4.729153908372683568e-01
1.033621951219513502e+00 1.190472979945603527e+00 4.733482491542401194e-01
1.034621951219513836e+00 1.190452949353393075e+00 4.737811074712121040e-01
1.035621951219513726e+00 1.190432918761182624e+00 4.742139657881838666e-01
1.036621951219513615e+00 1.190412888168972172e+00 4.746468241051556847e-01
1.037621951219513505e+00 1.190392857576761720e+00 4.750796824221274472e-01
1.038621951219513839e+00 1.190372826984551491e+00 4.755125407390994319e-01
1.039621951219513729e+00 1.190352796392341039e+00 4.759453990560711945e-01
1.040621951219513619e+00 1.190332765800130588e+00 4.763782573730429570e-01
1.041621951219513509e+00 1.190312735207920136e+00 4.768111156900147751e-01
1.042621951219513843e+00 1.190292704615709685e+00 4.772439740069867598e-01
1.043621951219513733e+00 1.190272674023499455e+00 4.776768323239585223e-01
1.044621951219513623e+00 1.190252643431289004e+00 4.781096906409302849e-01
1.045621951219513512e+00 1.190232612839078552e+00 4.785425489579021030e-01
1.046621951219513846e+00 1.190212582246868100e+00 4.789754072748740321e-01
1.047621951219513736e+00 1.190192551654657871e+00 4.794082655918458502e-01
1.048621951219513626e+00 1.190172521062447419e+00 4.798411239088176128e-01
1.049621951219513516e+00 1.190152490470236968e+00 4.802739822257893754e-01
1.050621951219513850e+00 1.190132459878026516e+00 4.807068405427613600e-01
1.051621951219513740e+00 1.190112429285816065e+00 4.811396988597331226e-01
1.052621951219513630e+00 1.190092398693605835e+00 4.815725571767049407e-01
1.053621951219513520e+00 1.190072368101395384e+00 4.820054154936767032e-01
1.054621951219513853e+00 1.190052337509184932e+00 4.824382738106486879e-01
1.055621951219513743e+00 1.190032306916974481e+00 4.828711321276204504e-01
1.056621951219513633e+00 1.190012276324764251e+00 4.833039904445922130e-01
1.057621951219513523e+00 1.189992245732553799e+00 4.837368487615640311e-01
1.058621951219513857e+00 1.189972215140343348e+00 4.841697070785360157e-01
1.059621951219513747e+00 1.189952184548132896e+00 4.846025653955077783e-01
1.060621951219513637e+00 1.189932153955922445e+00 4.850354237124795409e-01
1.061621951219513527e+00 1.189912123363712215e+00 4.854682820294513590e-01
1.062621951219513861e+00 1.189892092771501764e+00 4.859011403464232881e-01
1.063621951219513750e+00 1.189872062179291312e+00 4.863339986633951062e-01
1.064621951219513640e+00 1.189852031587080861e+00 4.867668569803668688e-01
1.065621951219513530e+00 1.189861600563267174e+00 4.871997152973386314e-01
1.066621951219513864e+00 1.189874593120684665e+00 4.876325736143106160e-01
1.067621951219513754e+00 1.189887585678102155e+00 4.880654319312823786e-01
1.068621951219513644e+00 1.189900578235519646e+00 4.884982902482541967e-01
1.069621951219513534e+00 1.189913570792936914e+00 4.889311485652259592e-01
1.070621951219513868e+00 1.189926563350354405e+00 4.893640068821979439e-01
1.071621951219513758e+00 1.189939555907771895e+00 4.897968651991697064e-01
1.072621951219513647e+00 1.189952548465189386e+00 4.902297235161414690e-01
1.073621951219513537e+00 1.189965541022606876e+00 4.906625818331132871e-01
1.074621951219513871e+00 1.189978533580024367e+00 4.910954401500852717e-01
1.075621951219513761e+00 1.189991526137441857e+00 4.915282984670570343e-01
1.076621951219513651e+00 1.190004518694859348e+00 4.919611567840287969e-01
1.077621951219513541e+00 1.190017511252276838e+00 4.923940151010006150e-01
1.078621951219513875e+00 1.190030503809694329e+00 4.928268734179725441e-01
1.079621951219513765e+00 1.190043496367111819e+00 4.932597317349443622e-01
1.080621951219513655e+00 1.190056488924529310e+00 4.936925900519161248e-01
1.081621951219513544e+00 1.190069481481946578e+00 4.941254483688878874e-01
1.082621951219513878e+00 1.190082474039364069e+00 4.945642471854735378e-01
1.083621951219513768e+00 1.190095466596781559e+00 4.950301286520731869e-01
1.084621951219513658e+00 1.190108459154199050e+00 4.954960101186728361e-01
1.085621951219513548e+00 1.190121451711616540e+00 4.959618915852724852e-01
1.086621951219513882e+00 1.190134444269034031e+00 4.964277730518723009e-01
1.087621951219513772e+00 1.190147436826451521e+00 4.968936545184719500e-01
1.088621951219513662e+00 1.190160429383869012e+00 4.973595359850715991e-01
1.089621951219513551e+00 1.190173421941286502e+00 4.978254174516712482e-01
1.090621951219513885e+00 1.190186414498703993e+00 4.982912989182711194e-01
1.091621951219513775e+00 1.190199407056121483e+00 4.987571803848707130e-01
1.092621951219513665e+00 1.190212399613538752e+00 4.992230618514703622e-01
1.093621951219513555e+00 1.190225392170956242e+00 4.996889433180700113e-01
1.094621951219513889e+00 1.190238384728373733e+00 5.001548247846698825e-01
1.095621951219513779e+00 1.190251377285791223e+00 5.006207062512695316e-01
1.096621951219513669e+00 1.190264369843208714e+00 5.010865877178691807e-01
1.097621951219513559e+00 1.190275398986295086e+00 5.015524691844688299e-01
1.098621951219513893e+00 1.190283673950908616e+00 5.020183506510687010e-01
1.099621951219513782e+00 1.190291948915522147e+00 5.024842321176683502e-01
1.100621951219513672e+00 1.190300223880135677e+00 5.029501135842679993e-01
1.101621951219513562e+00 1.190308498844748986e+00 5.034159950508676484e-01
1.102621951219513896e+00 1.190316773809362516e+00 5.038818765174674086e-01
1.103621951219513786e+00 1.190325048773976047e+00 5.043477579840670577e-01
1.104621951219513676e+00 1.190333323738589577e+00 5.048136394506667068e-01
1.105621951219513566e+00 1.190341598703203108e+00 5.052795209172663560e-01
1.106621951219513900e+00 1.190349873667816416e+00 5.057454023838662271e-01
1.107621951219513790e+00 1.190358148632429947e+00 5.062112838504658763e-01
1.108621951219513679e+00 1.190366423597043477e+00 5.066771653170655254e-01
1.109621951219513569e+00 1.190374698561657008e+00 5.071430467836651745e-01
1.110621951219513903e+00 1.190382973526270538e+00 5.076089282502650457e-01
1.111621951219513793e+00 1.190391248490884069e+00 5.080748097168646948e-01
1.112621951219513683e+00 1.190399523455497377e+00 5.085406911834643440e-01
1.113621951219513573e+00 1.190407798420110908e+00 5.090065726500639931e-01
1.114621951219513907e+00 1.190416073384724438e+00 5.094724541166637533e-01
1.115621951219513797e+00 1.190424348349337969e+00 5.100010572464191982e-01
1.116621951219513686e+00 1.190432623313951499e+00 5.105565729762945315e-01
1.117621951219513576e+00 1.190440898278564807e+00 5.111120887061698648e-01
1.118621951219513910e+00 1.190449173243178338e+00 5.116676044360454201e-01
1.119621951219513800e+00 1.190457448207791868e+00 5.122231201659206423e-01
1.120621951219513690e+00 1.190465723172405399e+00 5.127786358957959756e-01
1.121621951219513580e+00 1.190473998137018929e+00 5.133341516256711978e-01
1.122621951219513914e+00 1.190482273101632460e+00 5.138896673555467531e-01
1.123621951219513804e+00 1.190490548066245768e+00 5.144451830854220864e-01
1.124621951219513694e+00 1.190498823030859299e+00 5.150006988152974197e-01
1.125621951219513583e+00 1.190507097995472829e+00 5.155562145451726419e-01
